transaction_number,customer_number,item_name,sale_amount
23173,7482,MISCELLANEOUS,399.5
16263,6335,MISCELLANEOUS,224.5
22443,1282,VANILLA ICE CREAMS,140.5
30349,6620,TOPPING SYRUPS,78
27613,5121,COMBO11,228.5
21297,649,AMERICAN HOT COFFEE,143.5
13991,9143,AMERICAN HOT COFFEE,320
15577,4482,FOOD88,160.5
28771,9331,FOOD88,385
5183,3749,TOPPING SYRUPS,253
3915,6861,FLAVOURED TEA5,83
8767,9531,FOOD139,733.5
23645,953,FLAVOURED HTO COFFEE,151
1629,3330,CHEESE SLICE,251
11707,7808,VANILLA ICE CREAMS,321.5
14097,6019,AMERICAN HOT COFFEE,65
5027,7101,AMERICAN HOT COFFEE,61.5
3679,790,MISCELLANEOUS,0
14789,2964,HOT CAPPUCCINO,200
33997,4125,MILKSHAKE,55
32251,5901,HOT CHOCOLATE,180
7307,3940,VEGAN COLD COFFEE,75.5
14119,7404,NATURAL DRINK 3,72
27331,3700,FOOD9,521.5
3083,4926,MISCELLANEOUS,150.5
26519,7093,CHEESE SLICE,380
5257,6971,TOPPING SYRUPS,174.5
6223,9633,MILKSHAKE,73
2001,8607,MISCELLANEOUS,213
25963,2400,COMBO1,134
22855,503,MISCELLANEOUS,201
19631,1135,CHEESE SLICE,136.5
18525,1984,MISCELLANEOUS,250
20313,146,LATTE HOT COFFEE,209
11605,6126,COMBO102,416
30147,9308,FOOD5,543
34361,9308,ARABIAN HOT COFFEE,638.5
34189,5330,COMBO3,410.5
10153,9647,#N/A,462
17351,4686,FRAPPE,234.5
24011,6406,FLAVOURED LATTE,190
18655,9192,AMERICAN HOT COFFEE,216
26691,9849,TOPPING SYRUPS,522
30091,7802,DARK HOT COFFEE,226.5
9143,999,FOOD9,508
23831,2709,FRAPPE,334
14795,2518,FOOD4,95
25369,6028,AMERICAN HOT COFFEE,180.5
2185,10272,TOPPING SYRUPS,299.5
15131,1171,AMERICAN HOT COFFEE,118
18631,1119,COMBO24,104
4249,2767,FRAPPE,227.5
11751,7388,FRAPPE,83
15293,1151,MISCELLANEOUS,428
31479,6584,VANILLA ICE CREAMS,172.5
3383,943,INDIAN COLD COFFEE,215.5
10495,801,FOOD133,608
5271,3324,CHEESE SLICE,279.5
11675,235,FOOD92,264
14835,3987,ADD ON TEA,29
19747,5686,MISCELLANEOUS,517.5
8243,4505,TOPPING SYRUPS,233.5
31227,6646,COMBO3,182.5
29397,2871,FOOD133,248.5
24975,3468,MISCELLANEOUS,7.5
7433,1747,DARK COLD COFFEE,43.5
25111,10189,HOT CAPPUCCINO,212
10971,1141,AMERICAN HOT COFFEE,173.5
8049,4298,TOPPING SYRUPS,192
5991,2832,FLAVOURED HTO COFFEE,343
18543,2034,FOOD78,230
27979,9014,CHEESE SLICE,776.5
31969,9345,MISCELLANEOUS,398.5
14375,9639,MISCELLANEOUS,15
34655,3580,MISCELLANEOUS,70.5
18675,9780,MISCELLANEOUS,70.5
2797,5184,DARK HOT COFFEE,2144
16543,1239,MISCELLANEOUS,203
33833,9813,MISCELLANEOUS,93.5
3927,7847,SUPER COLD COFFEE,68.5
9205,9534,TOPPING SYRUPS,488.5
15275,6876,FLAVOURED TEA3,324.5
18071,9886,DARK HOT COFFEE,212
17509,4929,MISCELLANEOUS,122
1921,5564,SUPER COLD COFFEE,83
5631,8231,FOOD30,191
25857,2718,MISCELLANEOUS,202.5
14173,2879,ICE CREAM8,224
34575,4673,MISCELLANEOUS,334
25477,5107,DARK COLD COFFEE,273
32449,1247,CHEESE SLICE,637
13215,3537,MISCELLANEOUS,274.5
27947,9571,FRAPPE,895.5
21249,3707,FLAVOURED HTO COFFEE,175.5
33403,1240,FRAPPE,600
27269,6663,FRAPPE,200.5
29295,9490,DARK COLD COFFEE,207.5
8899,10046,COMBO31,590.5
10031,9028,AMERICAN HOT COFFEE,207
3975,1392,FOOD134,54.5
27713,4008,FLAVOURED LATTE,291
28509,8906,CHOCOLATE ICE CREAMS,30
855,5089,COMBO50,185.5
24235,284,FOOD7,277.5
18727,110,MISCELLANEOUS,147.5
28325,5782,FOOD36,230
6213,3515,MILKSHAKE,146
15691,529,COMBO20,201.5
1803,6235,SUPER COLD COFFEE,314.5
24647,2056,MISCELLANEOUS,474
9385,2571,FRAPPE,390
29343,6461,MISCELLANEOUS,163
20257,4952,VANILLA ICE CREAMS,189
7411,9790,TOPPING SYRUPS,299
23231,8348,CHOCOLATE ICE CREAMS,135
3703,4970,COMBO126,131.5
15959,966,FRAPPE,30
25735,9763,FOOD99,436
20125,8903,FOOD119,616.5
22163,1212,REGULAR HOT COFFEE,256
33345,10746,#N/A,156.5
11035,7681,TOPPING SYRUPS,133.5
3929,3156,AMERICAN HOT COFFEE,354.5
30751,9855,FRAPPE,184
16451,8070,MILKSHAKE,78
29073,5117,CHOCOLATE ICE CREAMS,168
24089,14,AMERICAN HOT COFFEE,353
15971,6069,COMBO1,58.5
22981,105,AMERICAN HOT COFFEE,801.5
23315,4839,LATTE HOT COFFEE,65.5
18855,6203,COMBO3,79
2049,3284,AMERICAN HOT COFFEE,61.5
6883,3681,MISCELLANEOUS,915
28995,8301,MISCELLANEOUS,302
1305,1755,FRAPPE,685.5
13599,10335,ARABIAN COLD COFFEE,93.5
22673,2490,FOOD36,195.5
10317,260,FOOD16,517.5
30447,1748,DARK COLD COFFEE,270
24651,6535,DARK COLD COFFEE,261.5
23845,7987,TOPPING SYRUPS,158.5
18201,2056,FOOD139,679
2917,3080,MISCELLANEOUS,175.5
25205,8263,HOT CAPPUCCINO,75.5
7687,5685,MISCELLANEOUS,233
11473,6766,FOOD6,509
14861,9056,FLAVOURED TEA17,405.5
13945,147,FRAPPE,263.5
6351,7958,AMERICAN HOT COFFEE,255
27985,711,DARK COLD COFFEE,327.5
21151,5530,FRAPPE,46
29487,9760,AMERICAN HOT COFFEE,31
7743,8777,MISCELLANEOUS,297.5
9207,6891,LATTE HOT COFFEE,171
5581,3755,MISCELLANEOUS,1138.5
6709,5786,COMBO1,146.5
11725,245,VANILLA ICE CREAMS,216
30495,4076,MISCELLANEOUS,435
9311,6228,AMERICAN HOT COFFEE,61.5
7761,1840,FOOD85,187
32661,6744,FRAPPE,519.5
6093,3836,COMBO1,104
30095,2451,INDIAN COLD COFFEE,218.5
20627,8614,INDIAN COLD COFFEE,212
14461,5940,AMERICAN HOT COFFEE,144.5
18227,8617,REGULAR HOT COFFEE,171
7935,4943,SUPER COLD COFFEE,185.5
33707,10484,CHEESE SLICE,170
14669,6614,FOOD22,218.5
33483,735,COMBO104,221
29875,6335,FRAPPE,249
23449,9518,BIG LATTE,146.5
21891,5048,MISCELLANEOUS,68
5821,4171,VEGAN COLD COFFEE,251.5
18261,10234,WHIPPED CREAM,242
24403,3272,AMERICAN HOT COFFEE,504.5
33285,1095,FOOD64,126.5
1611,8539,INDIAN COLD COFFEE,106
23077,4224,COOL BLUE,81
6235,5789,MISCELLANEOUS,378
27469,5498,VANILLA ICE CREAMS,330
33111,3913,FRAPPE,127.5
25561,3604,MISCELLANEOUS,275.5
22497,908,DARK COLD COFFEE,165
32243,8634,MISCELLANEOUS,73.5
32189,8871,MISCELLANEOUS,280
19553,3965,ADD ON ESPRESSO,81
8171,3998,MISCELLANEOUS,780.5
8971,7914,FRAPPE,244
3743,5836,LATTE HOT COFFEE,130
633,5723,AMERICAN HOT COFFEE,58
27513,10110,FLAVOURED COFFEE,166.5
5661,3881,VANILLA ICE CREAMS,30
27607,10637,MISCELLANEOUS,170.5
15205,338,FOOD2,89
19843,1336,AMERICAN HOT COFFEE,172
21465,1405,COMBO120,39.5
10583,6906,FOOD36,260.5
13611,2432,FRAPPE,212
5065,7516,MILKSHAKE,196.5
27031,2668,MISCELLANEOUS,200.5
24827,2992,FRAPPE,510.5
19649,10156,#N/A,14.5
3441,9556,MISCELLANEOUS,170.5
15829,2716,LATTE HOT COFFEE,65
833,3870,FOOD136,773.5
19283,4117,CHEESE SLICE,20.5
8009,1425,DARK COLD COFFEE,975
3351,3819,MILKSHAKE,377
7337,10690,VANILLA ICE CREAMS,367.5
6141,3046,AMERICAN HOT COFFEE,252
12823,9479,COMBO1,315
15321,8269,ADD ON ESPRESSO,210.5
26643,457,SUPER COLD COFFEE,88
31445,1931,DARK HOT COFFEE,3087.5
9481,10455,AMERICAN HOT COFFEE,115.5
27617,850,AMERICAN HOT COFFEE,61.5
16713,4644,FRAPPE,537.5
7707,3641,CHEESE SLICE,261.5
21853,5447,TOPPING SYRUPS,138.5
11905,6909,FLAVOURED TEA9,788.5
1645,5853,DARK COLD COFFEE,447.5
5719,10598,VANILLA ICE CREAMS,513
5129,3411,MILKSHAKE,55
26845,8418,TOPPING SYRUPS,18
19389,5165,CHEESE SLICE,270
19739,2148,HOT CHOCOLATE,476
30043,1610,DARK HOT COFFEE,165
4193,2998,FOOD3,404.5
25301,4236,FRAPPE,386
8631,1449,AMERICAN HOT COFFEE,58
8613,197,DARK HOT COFFEE,500.5
6205,7086,TOPPING SYRUPS,187.5
1255,4917,AMERICAN HOT COFFEE,58
26491,8387,MISCELLANEOUS,386
10845,4934,#N/A,374
16121,6448,ESPRESSO HOT COFFEE,51.5
34621,9295,FRAPPE,941.5
1263,4977,COMBO25,109
2357,8534,ADD ON ESPRESSO,109.5
31543,2892,MISCELLANEOUS,494
32275,8711,HOT CAPPUCCINO,66.5
2657,4096,VANILLA ICE CREAMS,72.5
30977,5970,WHIPPED CREAM,176.5
15071,6240,FOOD7,69.5
17929,6810,COMBO1,55
21117,5094,CHEESE SLICE,196
4397,1538,COMBO6,73.5
15487,5498,MISCELLANEOUS,229.5
7933,7325,FRAPPE,175.5
9339,10589,DARK COLD COFFEE,69.5
21897,2998,MISCELLANEOUS,423.5
22783,2234,MISCELLANEOUS,171.5
13227,6897,COMBO1,73.5
27639,9908,VANILLA ICE CREAMS,378
4907,9497,MISCELLANEOUS,182.5
18507,1675,CHEESE SLICE,100.5
15095,5344,AMERICAN HOT COFFEE,93
28101,9400,TOPPING SYRUPS,93
34391,4677,BIG LATTE,233
23637,3896,AMERICAN HOT COFFEE,438
23669,6705,CRUNCHY FRAPPE,725
20339,7928,VEGAN COLD COFFEE,136.5
9841,5174,MISCELLANEOUS,39.5
22347,8010,AMERICAN HOT COFFEE,58
28059,5382,FRAPPE,292
22029,2563,FLAVOURED HTO COFFEE,84.5
20213,2067,AMERICAN HOT COFFEE,447
3165,5999,FRAPPE,166
14457,10404,HOT CHOCOLATE,73
28191,8047,CHEESE SLICE,415
27651,392,MISCELLANEOUS,235
14605,6976,CHOCOLATE ICE CREAMS,624
1389,10069,AMERICAN HOT COFFEE,61.5
33783,8621,MISCELLANEOUS,0
9499,1339,MISCELLANEOUS,99.5
32801,4023,MISCELLANEOUS,129
7021,6915,DARK COLD COFFEE,618.5
9041,3269,FOOD1,64.5
7803,9253,VANILLA ICE CREAMS,168
31129,4586,CHEESE SLICE,483
23037,8437,ICE CREAM8,179.5
669,9449,FRAPPE,479.5
29409,2212,VANILLA ICE CREAMS,137.5
31889,5590,MISCELLANEOUS,171.5
1641,3195,HOT CHOCOLATE,145.5
25623,300,CHOCOLATE ICE CREAMS,474.5
23235,6109,DARK HOT COFFEE,502
5767,4525,ADD ON ESPRESSO,509.5
30621,5115,MISCELLANEOUS,114
29195,7976,DARK COLD COFFEE,412.5
26041,6523,COOL BLUE,133
3063,9849,MISCELLANEOUS,151.5
20541,9331,FOOD83,158.5
12287,9429,FOOD99,404
7879,9312,MILKSHAKE,73
2791,7709,MILKSHAKE,83
14423,8237,FLAVOURED HTO COFFEE,460
34319,7981,MISCELLANEOUS,57
3431,3508,FRAPPE,263
3617,534,FOOD7,669.5
22601,7940,FOOD30,660.5
9173,7786,MISCELLANEOUS,217.5
16381,8054,REGULAR HOT COFFEE,218
29413,4473,#N/A,265
7109,3093,NATURAL DRINK 1,156.5
21511,3918,CHOCOLATE ICE CREAMS,275
14895,10410,REGULAR HOT COFFEE,60.5
3727,3563,VANILLA ICE CREAMS,30
7157,10682,MISCELLANEOUS,537.5
18121,914,CHEESE SLICE,192.5
19331,5174,MISCELLANEOUS,405.5
18303,3162,REGULAR HOT COFFEE,934
12985,4860,COMBO1,721.5
7327,7956,FOOD108,772
4927,7631,COMBO130,120
16367,4480,FRAPPE,109.5
12349,5680,FRAPPE,312.5
26925,1639,AMERICAN HOT COFFEE,347.5
4059,2340,MISCELLANEOUS,69.5
9321,8167,HOT CAPPUCCINO,233
25929,660,FOOD4,226.5
24581,7361,FLAVOURED TEA9,60.5
12577,8584,DARK COLD COFFEE,365
3311,5267,FRAPPE,346
15591,935,VANILLA ICE CREAMS,547.5
3321,5044,HOT CAPPUCCINO,25.5
18013,9858,ARABIAN HOT COFFEE,318.5
5749,4528,CHEESE SLICE,405.5
23611,2156,AMERICAN HOT COFFEE,123
29919,9746,FOOD7,172
20821,4709,FOOD109,358.5
20875,2643,#N/A,98
33267,3337,MISCELLANEOUS,307.5
5917,10021,VANILLA ICE CREAMS,30
19287,6528,HOT CAPPUCCINO,81.5
15359,4642,FRAPPE,318.5
17431,7417,FRAPPE,290
8061,3215,FRAPPE,229
12061,4712,AMERICAN HOT COFFEE,203.5
957,3380,ESPRESSO HOT COFFEE,51.5
20493,4139,LEMONADE,755.5
34441,5123,MISCELLANEOUS,181
26347,4350,TOPPING SYRUPS,203.5
32507,5867,MISCELLANEOUS,62
13283,3830,FILTER COFFEE,66
12677,7546,MISCELLANEOUS,65.5
17017,5705,MISCELLANEOUS,14.5
11529,2548,MISCELLANEOUS,303
24747,5010,AMERICAN HOT COFFEE,124
18395,7033,AMERICAN HOT COFFEE,163
34111,4255,MISCELLANEOUS,141
11503,8904,VANILLA ICE CREAMS,564
25167,1927,#N/A,1182.5
25517,6435,BIG LATTE,601
1265,9567,SWEET JUICE,197
25527,1021,HOT CAPPUCCINO,478.5
9371,9114,MISCELLANEOUS,331.5
27697,3704,FLAVOURED HTO COFFEE,211.5
6897,10163,REGULAR HOT COFFEE,57.5
18439,6581,HOT TEA,200.5
34221,1870,#N/A,194
19391,3844,MISCELLANEOUS,249
5097,10459,MISCELLANEOUS,743.5
22063,7855,HOT CAPPUCCINO,66.5
33327,8300,#N/A,169
27407,7453,COMBO103,464
13573,2154,AMERICAN HOT COFFEE,182
19179,900,FRAPPE,79
11225,5166,COMBO130,209
14085,2610,FRAPPE,151
4173,475,FLAVOURED HTO COFFEE,79
523,6015,AMERICAN HOT COFFEE,58
7583,7061,FLAVOURED TEA16,332.5
11765,2549,FOOD4,19.5
34331,1154,REGULAR HOT COFFEE,73
18385,7829,MISCELLANEOUS,166
13579,5498,DARK COLD COFFEE,462
34567,7014,CHEESE SLICE,269
23731,5276,FRAPPE,205
18175,1212,FRAPPE,259.5
8231,9111,REGULAR HOT COFFEE,171
34327,8419,FOOD33,215
34643,8457,COMBO24,125.5
15075,8127,FRAPPE,155
6435,2426,MISCELLANEOUS,317.5
14341,2059,CHEESE SLICE,273
23867,4654,FRAPPE,548.5
22457,8502,FLAVOURED HTO COFFEE,135.5
2293,6147,ARABIAN HOT COFFEE,854.5
18951,1355,AMERICAN HOT COFFEE,757
27553,8528,ADD ON ESPRESSO,1057.5
10447,9420,MISCELLANEOUS,320
32119,10635,VANILLA ICE CREAMS,352
10505,9457,COMBO6,86.5
13223,2634,COMBO7,255
7683,5194,FRAPPE,270.5
4297,1209,MILKSHAKE,156.5
27635,2393,MISCELLANEOUS,625.5
32837,8479,AMERICAN HOT COFFEE,115.5
31741,1364,TOPPING SYRUPS,254.5
18297,10069,COMBO49,382
24971,6045,ICE CREAM8,448.5
28145,10228,FOOD33,80.5
15349,8492,DARK COLD COFFEE,513
28477,9427,FILTER COFFEE,58
30839,9155,FRAPPE,437.5
16659,10189,AMERICAN HOT COFFEE,408.5
16939,3567,CHEESE SLICE,138.5
3653,1861,MISCELLANEOUS,157
20909,579,DARK COLD COFFEE,480.5
26567,3660,MISCELLANEOUS,288
4241,23,FRAPPE,894
2089,3408,ESPRESSO HOT COFFEE,85.5
22003,9254,ICE CREAM1,393.5
7353,8925,FLAVOURED TEA10,328
32623,2886,COMBO7,208
7865,7015,FILTER COFFEE,345.5
23021,10374,FOOD92,84
2289,5681,MILKSHAKE,73
607,8543,FRAPPE,242.5
6211,9369,COMBO46,109.5
15377,3042,DARK COLD COFFEE,212
19107,9479,FOOD36,196.5
8153,10377,LEMONADE,300
8957,10614,FRAPPE,243
28617,7567,#N/A,805.5
12833,3971,FOOD4,54
22421,7747,MISCELLANEOUS,358
26671,7983,AMERICAN HOT COFFEE,143.5
28565,2627,COOL BLUE,163.5
10483,7728,TOPPING SYRUPS,104
2183,4807,SUPER COLD COFFEE,196.5
7295,2282,FOOD7,157
27229,8390,MISCELLANEOUS,229
18377,7794,OTHER DRINKS,169
2767,9592,FOOD124,206
31223,7294,FRAPPE,405.5
22617,5277,MISCELLANEOUS,683
885,530,#N/A,100.5
23877,8139,CHEESE SLICE,269
7931,8101,FOOD16,540
29429,1505,#N/A,280.5
15601,1302,AMERICAN HOT COFFEE,58
33435,7938,ADD ON ESPRESSO,324.5
507,4715,HOT CAPPUCCINO,359
5335,7830,ARABIAN HOT COFFEE,242.5
13403,8241,MISCELLANEOUS,69
25119,9520,NEW CAPPUCINO,130.5
20271,1805,REGULAR HOT COFFEE,132.5
18713,5733,HOT CHOCOLATE,264.5
24417,2349,SUPER COLD COFFEE,65.5
27633,8532,AMERICAN HOT COFFEE,162
13545,8026,FRAPPE,83
28311,9283,COMBO7,224.5
21903,10108,LATTE HOT COFFEE,72
24077,7851,AMERICAN HOT COFFEE,118
13823,6584,CHEESE SLICE,282.5
1681,1214,AMERICAN HOT COFFEE,61.5
12933,10580,AMERICAN HOT COFFEE,172.5
22009,3653,CHEESE SLICE,20.5
5253,3086,FOOD9,159.5
4579,9112,FRAPPE,83
20463,7096,COMBO102,202.5
20729,7829,FILTER COFFEE,262
17111,1384,AMERICAN HOT COFFEE,61.5
30701,7651,LATTE HOT COFFEE,230
30863,870,DARK COLD COFFEE,212
11823,1517,CHOCOLATE ICE CREAMS,534
907,10143,ICE CREAM6,24.5
20177,5729,DARK COLD COFFEE,273.5
11401,2857,MISCELLANEOUS,14.5
10023,322,TOPPING SYRUPS,138
17893,2839,FOOD9,83
32009,5118,TOPPING SYRUPS,360.5
31495,5260,FRAPPE,2567
10065,10475,MILKSHAKE,176
30175,419,MISCELLANEOUS,296
25457,5535,MISCELLANEOUS,273
32789,2143,HOT CAPPUCCINO,165.5
3305,10273,TOPPING SYRUPS,460
24477,6329,CHEESE SLICE,209
15461,984,DARK COLD COFFEE,63
32045,2600,COMBO1,681.5
26443,3794,FRAPPE,79
32457,5481,MISCELLANEOUS,301.5
29857,8117,CHEESE SLICE,464.5
30485,7244,MISCELLANEOUS,512
17561,4986,FRAPPE,176.5
33949,9403,INDIAN COLD COFFEE,420.5
29845,1093,FOOD7,193.5
9233,3439,COMBO24,661
31965,3747,LATTE HOT COFFEE,199
21281,679,MISCELLANEOUS,305
15717,6593,MISCELLANEOUS,848
7807,4718,MISCELLANEOUS,503
32235,9682,FRAPPE,55.5
28939,4727,ADD ON ESPRESSO,336.5
16423,8387,FRAPPE,850
31907,4378,MISCELLANEOUS,182.5
2085,3303,#N/A,423
13767,1393,MISCELLANEOUS,1058
9301,4712,TOPPING SYRUPS,166
4899,9593,AMERICAN HOT COFFEE,32.5
19687,5226,#N/A,213.5
6365,2716,MISCELLANEOUS,295.5
29435,8143,FLAVOURED HTO COFFEE,87.5
19589,8852,MISCELLANEOUS,15
2071,2646,COMBO3,165
8035,1089,AMERICAN HOT COFFEE,135
21133,1357,MISCELLANEOUS,306
10393,2863,VANILLA ICE CREAMS,250.5
31693,49,LATTE HOT COFFEE,92.5
33399,9138,FRAPPE,108
14035,10453,FRAPPE,204
10923,5379,ADD ON ESPRESSO,166.5
27655,6572,HOT CAPPUCCINO,92
21137,8919,AMERICAN HOT COFFEE,271
9755,2766,FOOD88,301.5
27195,6965,AMERICAN HOT COFFEE,187
26169,3532,CHEESE SLICE,722
12707,4538,MISCELLANEOUS,252
24783,6593,FLAVOURED HOT COFFEE,775.5
20015,9315,COMBO3,409.5
19141,8150,MISCELLANEOUS,386.5
24873,4418,CHEESE SLICE,270
34651,8381,CHEESE SLICE,433.5
509,957,MISCELLANEOUS,15
16615,651,MISCELLANEOUS,435
8493,8220,CHOCOLATE ICE CREAMS,317
13349,2752,HOT CAPPUCCINO,70.5
9161,10363,FOOD36,44
34153,9518,ESPRESSO HOT COFFEE,267
25883,1292,DARK COLD COFFEE,412.5
13749,6302,FILTER COFFEE,164
10571,2438,FOOD36,361
23403,960,LATTE SHOT,501.5
15797,8264,AMERICAN HOT COFFEE,18
34779,5330,COFFEE POWDER TYPE6,274.5
32291,10102,FOOD102,159.5
19191,4619,VANILLA ICE CREAMS,177
2761,7679,DARK HOT COFFEE,109
3359,8343,MISCELLANEOUS,266.5
27789,570,FLAVOURED TEA3,63.5
19147,3735,AMERICAN HOT COFFEE,69
11413,9345,MILKSHAKE,219
21715,5959,HOT CAPPUCCINO,67
23977,711,MISCELLANEOUS,177
20645,1871,FOOD101,397
32631,1306,FOOD108,152.5
27139,660,WHIPPED CREAM,350.5
5441,7835,FLAVOURED TEA1,63.5
4813,7911,CHEESE SLICE,824.5
11239,5136,FOOD40,185
16957,10147,TOPPING SYRUPS,166
32025,10108,AMERICAN HOT COFFEE,74.5
34395,1453,FOOD144,165
30241,9986,FOOD3,215.5
7901,7787,MISCELLANEOUS,124.5
3679,790,COMBO126,49
3159,4940,AMERICAN HOT COFFEE,275
1597,5340,FRAPPE,283.5
31057,6779,LATTE HOT COFFEE,390.5
17053,138,CHEESE SLICE,311
20817,1183,LEMONADE,654
11873,9870,ICE CREAM9,226.5
19693,3521,MISCELLANEOUS,435.5
16651,895,MISCELLANEOUS,261.5
971,4726,COOL BLUE,154
3019,908,CHOCOLATE ICE CREAMS,224.5
3243,6348,FOOD56,626
34325,6252,MISCELLANEOUS,312
2341,4654,ARABIAN HOT COFFEE,510.5
7309,9210,CHEESE SLICE,163
32569,2120,REGULAR HOT COFFEE,280
6079,9120,MISCELLANEOUS,192.5
7237,1756,MILKSHAKE,73
12113,4174,VANILLA ICE CREAMS,895
30003,5739,MISCELLANEOUS,767.5
29863,5470,MISCELLANEOUS,233.5
24811,10751,FRAPPE,200.5
1167,1821,FRAPPE,75.5
3787,3393,MISCELLANEOUS,668
19639,10412,WHIPPED CREAM,365.5
14563,2679,FOOD70,166
30269,4473,FRAPPE,269
24157,8528,MISCELLANEOUS,348
17525,262,LATTE HOT COFFEE,181
2979,476,VANILLA ICE CREAMS,107
30813,7522,MISCELLANEOUS,170.5
17001,3521,WHIPPED CREAM,220.5
2441,1665,ESPRESSO HOT COFFEE,41
29977,4695,FLAVOURED TEA9,86
20531,59,AMERICAN HOT COFFEE,154.5
31789,4174,VEGAN COLD COFFEE,330
22167,9815,ESPRESSO HOT COFFEE,69.5
8347,5818,MISCELLANEOUS,322.5
30341,3871,MISCELLANEOUS,428
31607,8385,FOOD37,304
18993,10189,ARABIAN COLD COFFEE,93
24903,3215,HOT CAPPUCCINO,261.5
17041,10702,AMERICAN HOT COFFEE,80
34703,10349,FRAPPE,227.5
9529,7911,CHEESE SLICE,848.5
10223,10046,AMERICAN HOT COFFEE,183
1919,126,COMBO130,618
15009,5233,MISCELLANEOUS,241.5
6987,6355,TOPPING SYRUPS,274.5
12723,1445,FRAPPE,221.5
19473,5023,FRAPPE,455
33389,5538,TOPPING SYRUPS,26
27213,9614,SUPER COLD COFFEE,65
15069,7002,FOOD21,38.5
33923,5226,LATTE HOT COFFEE,67.5
7123,2414,FOOD100,223
30361,682,SUPER COLD COFFEE,65.5
14189,1393,LATTE HOT COFFEE,277.5
22983,6376,DARK COLD COFFEE,208.5
20043,3807,MISCELLANEOUS,129.5
20391,795,COMBO1,469.5
6065,6513,MISCELLANEOUS,294
19537,5050,FLAVOURED TEA9,501.5
34303,515,LEMONADE,736.5
21369,1465,MISCELLANEOUS,416.5
34097,8602,SUPER COLD COFFEE,22.5
19697,2226,ARABIAN HOT COFFEE,163
30551,6854,LATTE HOT COFFEE,32.5
25049,2424,FOOD9,360
32839,2338,FRAPPE,26.5
14087,6248,COMBO125,147
30945,9038,DARK COLD COFFEE,352
6125,10346,AMERICAN HOT COFFEE,173.5
27913,1530,COOL BLUE,80
6645,8658,FRAPPE,69.5
23799,4536,MISCELLANEOUS,665
3939,8040,FOOD1,83
4097,7409,#N/A,430.5
8477,866,MISCELLANEOUS,144
20901,10081,ADD ON ESPRESSO,435
21769,9556,DARK COLD COFFEE,270
4221,5914,REGULAR HOT COFFEE,272
31759,10054,FRAPPE,0
25825,4358,ADD ON ESPRESSO,239
20401,2373,MISCELLANEOUS,195
33759,4536,MISCELLANEOUS,372
27089,7570,FRAPPE,100.5
20079,5403,MISCELLANEOUS,146.5
23093,7699,FOOD49,140
2397,855,MISCELLANEOUS,380
2159,9583,INDIAN COLD COFFEE,310.5
19023,5669,AMERICAN HOT COFFEE,568
19337,1358,FRAPPE,522
1377,373,FLAVOURED TEA9,319
31251,4967,MISCELLANEOUS,294.5
26173,7397,TOPPING SYRUPS,630
7541,5566,MISCELLANEOUS,76.5
28211,1190,DARK COLD COFFEE,263.5
16203,3403,CRUNCHY FRAPPE,27.5
10291,8453,SUPER COLD COFFEE,631.5
28015,3458,CRUNCHY FRAPPE,275
25633,7907,FOOD6,314.5
7129,2841,FOOD13,609
1557,2537,FRAPPE,83
8677,5572,HOT CAPPUCCINO,295
20021,1179,HOT CAPPUCCINO,70
27689,2352,AMERICAN HOT COFFEE,888
16667,1663,FLAVOURED TEA11,620.5
2095,2634,VANILLA ICE CREAMS,350.5
33133,3627,MISCELLANEOUS,102.5
20891,2174,FLAVOURED HTO COFFEE,84.5
8215,4171,REGULAR HOT COFFEE,261
21405,5748,FOOD48,268.5
6277,6406,FRAPPE,234
2907,3104,FRAPPE,102.5
4277,188,#N/A,251
9933,3105,REGULAR HOT COFFEE,66
4153,6871,MILKSHAKE,78
12795,2680,AMERICAN HOT COFFEE,124.5
3937,5286,FOOD4,216.5
28111,6377,NEW CAPPUCINO,75.5
3091,995,LEMONADE,226.5
24207,5738,VEGAN COLD COFFEE,75.5
12453,8117,AMERICAN HOT COFFEE,148
24849,2373,FRAPPE,264.5
17683,7123,AMERICAN HOT COFFEE,493
12455,2653,CHOCOLATE ICE CREAMS,283.5
6717,656,ARABIAN HOT COFFEE,79
17253,1644,DARK HOT COFFEE,329
9791,387,MILKSHAKE,78
13617,4005,FLAVOURED HTO COFFEE,75.5
34591,6735,CHEESE SLICE,236.5
8861,3823,TOPPING SYRUPS,58
13781,4881,AMERICAN HOT COFFEE,83
32417,4739,#N/A,251
16567,9646,COMBO24,104
1245,4426,LATTE SHOT,506.5
34013,7875,DARK COLD COFFEE,75
13493,3182,MISCELLANEOUS,242
9179,2327,FRAPPE,324
9969,3256,CHEESE SLICE,714.5
28871,3469,MISCELLANEOUS,254
32271,8803,MISCELLANEOUS,52
10857,6666,FRAPPE,214
15353,6035,FOOD143,258
12091,6710,MISCELLANEOUS,256
22531,3841,AMERICAN HOT COFFEE,293
16551,6815,FOOD5,237.5
33153,2889,HOT CAPPUCCINO,173
25423,2092,CHEESE SLICE,281.5
28163,6164,FRAPPE,205.5
8097,724,VEGAN COLD COFFEE,79
27657,1063,FLAVOURED TEA1,63.5
6321,6335,FRAPPE,423
5483,4589,MISCELLANEOUS,115
19325,10351,DARK HOT COFFEE,203
33055,9717,AMERICAN HOT COFFEE,13
7331,206,FRAPPE,136
23123,1334,MISCELLANEOUS,3754
32701,6394,FOOD17,77.5
34137,5008,MISCELLANEOUS,183
